name,phone,address,city,state,zip,latitude,longitude,county
GATEWAY EARLY COLLEGE HIGH SCHOOL,6022868759,108 NORTH 40TH STREET,PHOENIX,AZ,85034,33.449259,-111.99537,MARICOPA COUNTY
SALT RIVER HIGH SCHOOL,4803622000,"10,005 E. OSBORN RD.",SCOTTSDALE,AZ,85256,33.506959,-111.839349,MARICOPA COUNTY
VICTORY HIGH SCHOOL - CAMPUS,6022437583,P O BOX 8374,PHOENIX,AZ,85066,33.392977,-112.094321,MARICOPA COUNTY
KINGMAN ACADEMY OF LEARNING - HIGH SCHOOL,9286812900,3410 N. BURBANK ST.,KINGMAN,AZ,86409,35.223141,-114.029151,MOHAVE COUNTY
EDGE HIGH SCHOOL - HIMMEL PARK,5208811389,2555 EAST FIRST STREET,TUCSON,AZ,85716,32.235298,-110.934303,PIMA COUNTY
EDGE HIGH SCHOOL - SAHUARITA,5208811389,2555 EAST FIRST STREET,TUCSON,AZ,85716,31.967598,-110.928713,PIMA COUNTY
EDGE HIGH SCHOOL - CHILD AND FAMILY RESOURCES,5208811389,2555 EAST FIRST STREET,TUCSON,AZ,85716,32.220675,-110.930571,PIMA COUNTY
EDGE HIGH SCHOOL - NORTHWEST,5208811389,2555 EAST FIRST STREET,TUCSON,AZ,85716,32.334628,-110.975582,PIMA COUNTY
ACE CHARTER HIGH SCHOOL,5206235843,P.O. BOX 27453,TUCSON,AZ,85726,32.192436,-110.943412,PIMA COUNTY
PRESIDIO HIGH SCHOOL,5208815222,1695 EAST FORT LOWELL ROAD,TUCSON,AZ,85719,32.265101,-110.94666,PIMA COUNTY
RIVER VALLEY HIGH SCHOOL,9287681665,2250 E. LAGUNA,MOHAVE VALLEY,AZ,86440,34.894997,-114.570169,MOHAVE COUNTY
MOHAVE HIGH SCHOOL,9287681665,2251 HIGHWAY 95,BULLHEAD CITY,AZ,86442,35.106024,-114.601082,MOHAVE COUNTY
AZTEC HIGH SCHOOL,9283141918,2330 W. 28TH STREET,YUMA,AZ,85364,32.676732,-114.647871,YUMA COUNTY
LIBERTY HIGH SCHOOL,9284028024,P.O. BOX 2343,GLOBE,AZ,85502,33.3935,-110.7727,GILA COUNTY
OASIS HIGH SCHOOL,6237762069,17505 N. 79TH AVE.,GLENDALE,AZ,85308,33.5538,-112.2456,MARICOPA COUNTY
LA PUERTA HIGH SCHOOL,6237762069,17505 N. 79TH AVE.,GLENDALE,AZ,85308,33.465937,-112.183597,MARICOPA COUNTY
HUMANITIES AND SCIENCES HIGH SCHOOL - PHOENIX,6026501333,5201 N. 7TH STREET,PHOENIX,AZ,85014,33.513432,-112.064265,MARICOPA COUNTY
INTERNATIONAL COMMERCE HIGH SCHOOL - PHOENIX,6026501116,5201 N. 7TH STREET,PHOENIX,AZ,85014,33.513432,-112.064265,MARICOPA COUNTY
INTERNATIONAL COMMERCE HIGH SCHOOL - TSAILE,6026501116,C/O DINE COLLEGE,TSAILE,AZ,86556,36.293382,-109.216871,APACHE COUNTY
INTERNATIONAL COMMERCE HIGH SCHOOL - TEMPE,6026501116,1105 E. BROADWAY ROAD,TEMPE,AZ,85282,33.406809,-111.922244,MARICOPA COUNTY
HUMANITIES AND SCIENCE HIGH SCHOOL - TEMPE,6026501116,5201 NORTH 7TH STREET,PHOENIX,AZ,85014,33.406809,-111.922244,MARICOPA COUNTY
CALLI OLLIN HIGH SCHOOL,5208823029,200 N. STONE AVE.,TUCSON,AZ,85701,32.224524,-110.971301,PIMA COUNTY
LUZ-GUERRERO EARLY COLLEGE HIGH SCHOOL,5208826216,2797 NORTH INTROSPECT DRIVE,TUCSON,AZ,85745,32.256324,-111.024181,PIMA COUNTY
EL DORADO HIGH SCHOOL,4807269536,2200 N. ARIZONA AVE.,CHANDLER,AZ,85224,33.340205,-111.842879,MARICOPA COUNTY
SHONTO PREPARATORY TECHNOLOGY HIGH SCHOOL,9286722852,P.O. BOX 7900,SHONTO,AZ,86054,36.6014,-110.6578,NAVAJO COUNTY
VICKI A. ROMERO HIGH SCHOOL,6028502600,3005 EAST FILLMORE STREET,PHOENIX,AZ,85008,33.454909,-112.016991,MARICOPA COUNTY
PONDEROSA HIGH SCHOOL,9287796884,2384 N. STEVES BLVD.,FLAGSTAFF,AZ,86004,35.208872,-111.604304,COCONINO COUNTY
TSE'YAATO' HIGH SCHOOL,9286798072,PO BOX 3477,PAGE,AZ,86040,36.907097,-111.480812,COCONINO COUNTY
NAVIT - SNOWFLAKE HIGH SCHOOL,9285366232,220 SOUTH 2ND WEST,SNOWFLAKE,AZ,85937,34.24475,-110.052939,NAVAJO COUNTY
NAVIT - SHOW LOW HIGH SCHOOL,9285366232,1001 WEST DUCE OF CLUBS,SHOW LOW,AZ,85901,34.257005,-110.047906,NAVAJO COUNTY
NAVIT - BLUE RIDGE HIGH SCHOOL,9285366232,1200 W WHITE MOUNTAIN BLVD,PINETOP-LAKESIDE,AZ,85929,34.147604,-109.969639,NAVAJO COUNTY
NAVIT - ROUND VALLEY HIGH SCHOOL,9285366232,1001 WEST DUCE OF CLUBS,SHOW LOW,AZ,85901,34.120245,-109.288022,APACHE COUNTY
NAVIT - MOGOLLON HIGH SCHOOL (HEBER-OVERGAARD),9285366232,1001 WEST DEUCE OF CLUBS,HEBER-OVERGAARD,AZ,85901,34.435578,-110.587431,NAVAJO COUNTY
NAVIT - ST. JOHNS HIGH SCHOOL,9285366232,350 S. 15TH W.,ST. JOHNS,AZ,85936,34.50196,-109.388768,APACHE COUNTY
NAVIT - HOLBROOK HIGH SCHOOL,9285366232,P. O. BOX 2110,SNOWFLAKE,AZ,85937,34.904905,-110.169154,NAVAJO COUNTY
NAVIT - JOSEPH CITY HIGH SCHOOL,9282883307,P. O. BOX 2110,SNOWFLAKE,AZ,85937,34.958081,-110.322501,NAVAJO COUNTY
NAVIT - WINSLOW HIGH SCHOOL,9285366232,800 APACHE AVE,WINSLOW,AZ,86047,35.028804,-110.692297,NAVAJO COUNTY
NAVIT - ALCHESAY HIGH SCHOOL,9285366232,P.O. BOX 190,WHITERIVER,AZ,85941,33.828699,-109.974391,NAVAJO COUNTY
NAVIT - PAYSON HIGH SCHOOL,9285366232,P. O. BOX 2110,SNOWFLAKE,AZ,85937,34.235712,-111.329961,GILA COUNTY
PIMA VOCATIONAL HIGH SCHOOL,5202431740,97 EAST CONGRESS,TUCSON,AZ,85701,32.178497,-110.930598,PIMA COUNTY
ACADEMY OF TUCSON HIGH SCHOOL,5207330096,10720 EAST 22ND STREET,TUCSON,AZ,85748,32.206088,-110.763585,PIMA COUNTY
TRI-CITY COLLEGE PREP HIGH SCHOOL,9287770403,5522 SIDE ROAD,PRESCOTT,AZ,86301,34.635903,-112.405684,YAVAPAI COUNTY
BENSON HIGH SCHOOL,5205862213,360 S. PATAGONIA,BENSON,AZ,85602,31.966049,-110.298128,COCHISE COUNTY
SAN PEDRO VALLEY HIGH SCHOOL,5205862213,260 S. PATAGONIA ST,BENSON,AZ,85602,31.965163,-110.296828,COCHISE COUNTY
CAREER SUCCESS HIGH SCHOOL - MAIN CAMPUS,6022855525,3816 N 27TH AVE,PHOENIX,AZ,85017,33.492126,-112.117105,MARICOPA COUNTY
CAREER SUCCESS HIGH SCHOOL - CAVE CREEK,6022965552,P.O. BOX 7010,CAVE CREEK AZ,AZ,85327,33.832755,-111.942263,MARICOPA COUNTY
CAREER SUCCESS HIGH SCHOOL - GLENDALE,6022965552,3816 N 27TH AVE,PHOENIX,AZ,85017,33.492126,-112.117105,MARICOPA COUNTY
CAREER SUCCESS HIGH SCHOOL - COPPER SQUARE,6023934200,301 WEST ROOSELVELT,PHOENIX,AZ,85003,33.458414,-112.078078,MARICOPA COUNTY
SOUTH POINTE JUNIOR HIGH SCHOOL,6029532933,7878 N. 16TH ST.,PHOENIX,AZ,85020,33.374143,-112.070748,MARICOPA COUNTY
MISSION ACADEMY HIGH SCHOOL,6029442097,5350 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.495023,-112.174164,MARICOPA COUNTY
PARADISE HONORS HIGH SCHOOL,6235467215,15533 W. PARADISE LANE,SURPRISE,AZ,85374,33.62526,-112.393868,MARICOPA COUNTY
SKYLINE TECHNICAL HIGH SCHOOL,4807638425,15220 SOUTH 50TH STREET,PHOENIX,AZ,85244,33.308716,-111.976064,MARICOPA COUNTY
SKYLINE JUNIOR HIGH SCHOOL,6238753086,17667 N. 91ST AVENUE,PEORIA,AZ,85382,33.644069,-112.254968,MARICOPA COUNTY
LEARNING CROSSROADS BASIC ACADEMY HIGH,4804613200,1460 SOUTH HORNE,MESA,AZ,85204,33.388212,-111.814249,MARICOPA COUNTY
DESERT TECHNOLOGY HIGH SCHOOL,9284533383,3155 MARICOPA AVE.,LAKE HAVASU CITY,AZ,86406,34.457836,-114.280931,MOHAVE COUNTY
LITTLE SINGER COMMUNITY JUNIOR HIGH SCHOOL,9285262950,P.O. BOX AQ,WINSLOW,AZ,86047,35.2585,-110.338,NAVAJO COUNTY
SOUTHERN ARIZONA COMMUNITY HIGH SCHOOL,5203196113,2470 NORTH TUCSON BOULEVARD,TUCSON,AZ,85716,32.25172,-110.935076,PIMA COUNTY
EASTPOINTE HIGH SCHOOL,5207318180,8495 E. BROADWAY,TUCSON,AZ,85710,32.221646,-110.810898,PIMA COUNTY
KESTREL HIGH SCHOOL,9285411090,P.O. BOX 11028,PRESCOTT,AZ,86304,34.546457,-112.460012,YAVAPAI COUNTY
STUDENT CHOICE HIGH SCHOOL,4809479511,1833 N. SCOTTSDALE ROAD,TEMPE,AZ,85281,33.449363,-111.926347,MARICOPA COUNTY
RCB MEDICAL ARTS HIGH SCHOOL,6029736018,6049 N. 43RD AVE,PHOENIX,AZ,85019,33.524648,-112.151456,MARICOPA COUNTY
HIGHLAND FREE SCHOOL,5206230104,510 S. HIGHLAND AVE.,TUCSON,AZ,85719,32.215513,-110.951939,PIMA COUNTY
PREMIER CHARTER HIGH SCHOOL,6232451500,7544 W. INDIAN SCHOOL RD. SUIT,PHOENIX,AZ,85033,33.494638,-112.222594,MARICOPA COUNTY
KINGMAN HIGH SCHOOL,9287535678,4182 N. BANK STREET,KINGMAN,AZ,86401,35.243975,-114.010358,MOHAVE COUNTY
IRA H. HAYES HIGH SCHOOL,5203155100,"2.5 MI W. OF EXIT 4, I-, ON CA",BAPCHULE,AZ,85221,33.118193,-111.88581,PINAL COUNTY
DINE SOUTHWEST HIGH SCHOOL,9286573272,HC 63 BOX 303,WINSLOW,AZ,86047,35.499389,-110.447953,NAVAJO COUNTY
YAVAPAI COUNTY HIGH SCHOOL,9287598126,7497 E. ADDIS,PRESCOTT VALLEY,AZ,86314,34.634051,-112.335015,YAVAPAI COUNTY
CVIT - MIAMI HIGH SCHOOL,9284253271,DRAWER H,MIAMI,AZ,85539,33.411065,-110.833927,GILA COUNTY
CVIT - HAYDEN HIGH SCHOOL,5203567876,P.O. BOX 409,WINKELMAN,AZ,85292,32.993836,-110.771708,GILA COUNTY
CVIT - SUPERIOR HIGH SCHOOL,5206893112,100 MARY DRIVE,SUPERIOR,AZ,85273,33.279162,-111.109499,PINAL COUNTY
CVIT - SAN CARLOS HIGH SCHOOL,5206895031,P.O. BOX 207,SAN CARLOS,AZ,85550,33.298086,-110.474068,GILA COUNTY
CVIT - GLOBE HIGH SCHOOL,9284026011,501 EAST ASH STREET,GLOBE,AZ,85501,33.398514,-110.790134,GILA COUNTY
PINNACLE CHARTER HIGH SCHOOL,4807558222,2224 W. SOUTHERN AVE. #1,TEMPE,AZ,85282,33.363789,-111.912293,MARICOPA COUNTY
COMPASS HIGH SCHOOL,5202944070,PO BOX 17810,TUCSON,AZ,85710,32.205593,-110.816042,PIMA COUNTY
JAMES SANDOVAL PREPARATORY HIGH SCHOOL,6238450781,3830 NORTH 67TH AVENUE,PHOENIX,AZ,85033,33.491599,-112.203284,MARICOPA COUNTY
VACTE - MINGUS UNION HIGH SCHOOL,9286347131,P O BOX,COTTONWOOD,AZ,86326,34.724689,-112.006812,YAVAPAI COUNTY
RIMROCK PUBLIC HIGH SCHOOL,9285679213,P.O. BOX 248,RIMROCK,AZ,86335,34.64522,-111.783893,YAVAPAI COUNTY
CTD - WILLCOX HIGH SCHOOL,5203844214,480 N. BISBEE AVENUE,WILLCOX,AZ,85643,32.259455,-109.841341,COCHISE COUNTY
CTD - VALLEY UNION HIGH SCHOOL,5206423492,P.O. BOX 158,ELFRIDA,AZ,85610,31.685375,-109.688864,COCHISE COUNTY
CTD - ST. DAVID HIGH SCHOOL,5207204781,P.O. BOX 70,ST. DAVID,AZ,85630,31.905301,-110.220601,COCHISE COUNTY
CTD - SAN SIMON HIGH SCHOOL,5208452275,P.O. BOX 38,SAN SIMON,AZ,85632,32.266433,-109.223247,COCHISE COUNTY
CTD - TOMBSTONE HIGH SCHOOL,5204572215,PO BOX 1000,TOMBSTONE,AZ,85638,31.724413,-110.072462,COCHISE COUNTY
CTD - BENSON HIGH SCHOOL,5205862213,360 S. PATAGONIA ST.,BENSON,AZ,85602,31.966049,-110.298128,COCHISE COUNTY
CTD - BOWIE HIGH SCHOOL,5208472545,P.O. BOX 157,BOWIE,AZ,85605,32.325323,-109.489804,COCHISE COUNTY
CTD - DOUGLAS HIGH SCHOOL,5203643462,P.O. BOX 1237,DOUGLAS,AZ,85607,31.349623,-109.538596,COCHISE COUNTY
CAVIAT - GRAND CANYON HIGH SCHOOL,9286382461,P.O. BOX 519,GRAND CANYON,AZ,86023,36.053579,-112.137247,COCONINO COUNTY
CAVIAT - PAGE HIGH SCHOOL,9286084138,P.O. BOX 1927,PAGE,AZ,86040,36.922996,-111.464061,COCONINO COUNTY
CAVIAT - FREDONIA HIGH SCHOOL,9286437333,P.O. BOX 247,FREDONIA,AZ,86022,36.951588,-112.521624,COCONINO COUNTY
CAVIAT - WILLIAMS HIGH SCHOOL,9286354473,P.O. BOX 427,WILLIAMS,AZ,86046,35.244466,-112.194499,COCONINO COUNTY
CAVIAT - COCONINO HIGH SCHOOL,9286452737,P.O. BOX 3940,PAGE,AZ,86040,36.916794,-111.450464,COCONINO COUNTY
CAVIAT - FLAGSTAFF HIGH SCHOOL,9286452737,P.O. BOX 3940,PAGE,AZ,86040,36.916794,-111.450464,COCONINO COUNTY
CAVIAT - SINAGUA HIGH SCHOOL,9286452737,P.O. BOX 3940,PAGE,AZ,86040,36.916794,-111.450464,COCONINO COUNTY
CAVIT - SANTA CRUZ VALLEY UNION HIGH SCHOOL,5204662220,900 W. MAIN ST.,ELOY,AZ,85231,32.758449,-111.554884,PINAL COUNTY
CAVIT - COOLIDGE HIGH SCHOOL,5207232042,P. O. BOX 1499,COOLIDGE,AZ,85228,32.981313,-111.524033,PINAL COUNTY
CAVIT - CASA GRANDE UNION HIGH SCHOOL,5208365212,1362 CASA GRANDE AVE.,CASA GRANDE,AZ,85222,32.886413,-111.748602,PINAL COUNTY
CAVIT - CASA VERDE HIGH SCHOOL,5204231944,8470 N. OVERFIELD RD.,COOLIDGE,AZ,85228,32.886413,-111.748602,PINAL COUNTY
CAVIT - SAN TAN FOOTHILLS HIGH SCHOOL,4806774500,1255 WEST SILVERDALE ROAD,QUEEN CREEK,AZ,85243,33.140004,-111.580723,PINAL COUNTY
CAVIT - POSTON BUTTE HIGH SCHOOL,5204231944,1789 WEST COOLIDGE AVENUE,COOLIDGE,AZ,85228,33.218624,-111.562118,PINAL COUNTY
GIFT - SAFFORD HIGH SCHOOL,9283483393,3714 W. CHURCH STREET,THATCHER,AZ,85552,32.842754,-109.761072,GRAHAM COUNTY
GIFT - PIMA HIGH SCHOOL,9283483393,3714 W. CHURCH STREET,THATCHER,AZ,85552,32.843184,-109.761087,GRAHAM COUNTY
GIFT - FT. THOMAS HIGH SCHOOL,9283483393,3714 W. CHURCH STREET,THATCHER,AZ,85552,32.842754,-109.761072,GRAHAM COUNTY
GIFT - THATCHER HIGH SCHOOL,5203483393,3714 W. CHURCH ST.,THATCHER,AZ,85552,32.842754,-109.761072,GRAHAM COUNTY
GIFT - DUNCAN HIGH SCHOOL,9283483393,615 N. STADIUM,THATCHER,AZ,85552,32.842754,-109.761072,GRAHAM COUNTY
GIFT - MT. GRAHAM HIGH SCHOOL,9283483393,3714 WEST CHURCH STREET,THATCHER,AZ,85552,32.802407,-109.71586,GRAHAM COUNTY
ESTRELLA HIGH SCHOOL,6239326561,510 NORTH CENTRAL AVENUE,AVONDALE,AZ,85323,33.440582,-112.349711,MARICOPA COUNTY
PEORIA ACCELERATED HIGH SCHOOL,6029532933,8885 W PEORIA AVE.,PEORIA,AZ,85345,33.58085,-112.250546,MARICOPA COUNTY
SUN VALLEY HIGH SCHOOL,6029532933,1143 S LINDSAY RD,MESA,AZ,85204,33.395288,-111.77052,MARICOPA COUNTY
WEST PHOENIX HIGH SCHOOL,6022691110,3835 WEST THOMAS ROAD,PHOENIX,AZ,85019,33.479537,-112.141868,MARICOPA COUNTY
APACHE TRAIL HIGH SCHOOL,6029532933,945 WEST APACHE TRAIL,APACHE JUNCTION,AZ,85220,33.414804,-111.556166,PINAL COUNTY
WOODS HIGH SCHOOL,6025647300,2045 WEST NORTHERN AVE.,PHOENIX,AZ,85021,33.484696,-112.129269,MARICOPA COUNTY
THOMAS JEFFERSON HIGH SCHOOL,6022853003,5625 S. 51ST AVE.,LAVEEN,AZ,85339,33.394756,-112.168175,MARICOPA COUNTY
GILA PREPARATORY ACADEMY HIGH SCHOOL,9283488688,1976 THATCHER BOULEVARD,SAFFORD,AZ,85546,32.835982,-109.732589,GRAHAM COUNTY
CARPE DIEM COLLEGIATE HIGH SCHOOL DBA CARPE DIEM E,9283173113,P.O. BOX 6502,YUMA,AZ,85366,32.686212,-114.664583,YUMA COUNTY
TOLTECALI HIGH SCHOOL,5206243673,200 N. STONE AVE.,TUCSON,AZ,85701,32.162938,-110.972623,PIMA COUNTY
DESERT HILLS HIGH SCHOOL,6029532933,1515 S. VAL VISTA DR.,GILBERT,AZ,85296,33.322965,-111.755087,MARICOPA COUNTY
CRESTVIEW COLLEGE PREPARATORY HIGH SCHOOL,6027658470,2616 EAST GREENWAY,PHOENIX,AZ,85032,33.626828,-112.025873,MARICOPA COUNTY
SUMMIT HIGH SCHOOL,6029532933,728 E. MCDOWELL RD.,PHOENIX,AZ,85006,33.466218,-112.063753,MARICOPA COUNTY
TEMPE ACCELERATED HIGH SCHOOL,6029532933,5040 S. PRICE RD.,TEMPE,AZ,85282,33.379747,-111.893415,MARICOPA COUNTY
SKYVIEW HIGH SCHOOL,5207224721,7820 EAST WRIGHTSTOWN ROAD,TUCSON,AZ,85715,32.249156,-110.826151,PIMA COUNTY
MAYA HIGH SCHOOL,6022423442,3660 WEST GLENDALE AVE.,PHOENIX,AZ,85051,33.539827,-112.137938,MARICOPA COUNTY
MIDTOWN HIGH SCHOOL,6239368682,7318 WEST LYNWOOD ST.,PHOENIX,AZ,85035,33.464833,-112.217177,MARICOPA COUNTY
LEADING EDGE ACADEMY HIGH SCHOOL,4805458011,415 N. GILBERT RD.,GILBERT,AZ,85243,33.357841,-111.788875,MARICOPA COUNTY
CITY HIGH SCHOOL,5206237223,48 EAST PENNINGTON ST,TUCSON,AZ,85701,32.223355,-110.970627,PIMA COUNTY
E-CADEMIE A CHARTER HIGH SCHOOL - WOODS,6022785552,3160 N. 33 AVENUE,PHOENIX,AZ,85017,33.484696,-112.129269,MARICOPA COUNTY
FRANKLIN HIGH SCHOOL,4809856112,5646 E. MAIN STREET,MESA,AZ,85205,33.416584,-111.7096,MARICOPA COUNTY
EAST VALLEY HIGH SCHOOL,4809812008,7420 E. MAIN STREET,MESA,AZ,85207,33.415469,-111.671273,MARICOPA COUNTY
SOUTH RIDGE HIGH SCHOOL,6029532933,1122 S. 67TH AVE.,PHOENIX,AZ,85043,33.438861,-112.203698,MARICOPA COUNTY
AGUA FRIA HIGH SCHOOL,6239327000,530 E. RILEY DR.,AVONDALE,AZ,85323,33.438985,-112.342777,MARICOPA COUNTY
MILLENNIUM HIGH SCHOOL,6239327000,14802 W WIGWAM BLVD,GOODYEAR,AZ,85338,33.493456,-112.377228,MARICOPA COUNTY
DESERT EDGE HIGH SCHOOL,6239327000,15778 WEST YUMA ROAD,GOODYEAR,AZ,85338,33.437404,-112.399559,MARICOPA COUNTY
VERRADO HIGH SCHOOL,6239327000,20050 W. INDIAN SCHOOL ROAD,BUCKEYE,AZ,85326,33.493885,-112.73407,MARICOPA COUNTY
EASTERN HIGHLANDS REGION,5207703600,PO BOX 85754,TUCSON,AZ,85754,32.237035,-110.990435,PIMA COUNTY
AJO HIGH SCHOOL,5203875618,P.O. BOX 68,AJO,AZ,85321,32.374117,-112.860327,PIMA COUNTY
CAREER SUCCESS HIGH SCHOOL - MESA,4808337470,1455 S. STAPLEY DRIVE SUITE 20,MESA,AZ,85204,33.388211,-111.804559,MARICOPA COUNTY
NATIVE - TUBA CITY HIGH SCHOOL,9282831045,P.O. BOX 67,TUBA CITY,AZ,86045,36.143935,-111.2374,COCONINO COUNTY
NATIVE - MONUMENT VALLEY HIGH SCHOOL,9286972228,P.O. BOX 337,KAYENTA,AZ,86033,36.939992,-110.214493,NAVAJO COUNTY
NATIVE - PINON HIGH SCHOOL,9287252400,P.O. BOX 839,PINON,AZ,86510,36.115965,-110.215126,NAVAJO COUNTY
NATIVE - CHINLE HIGH SCHOOL,9286749550,P.O. BOX 587,CHINLE,AZ,86503,36.155814,-109.583043,APACHE COUNTY
NATIVE - GANADO HIGH SCHOOL,9287551400,P.O. BOX 1757,GANADO,AZ,86505,35.711044,-109.534285,APACHE COUNTY
NATIVE - RED MESA HIGH SCHOOL,9286564127,HC 61 BOX 40,TEEC NOS POS.,AZ,86514,36.904007,-109.10823,APACHE COUNTY
NATIVE - WINDOW ROCK HIGH SCHOOL,9287297015,P.O. BOX 559,FORT DEFIANCE,AZ,86504,35.757741,-109.048823,APACHE COUNTY
NATIVE - SANDERS VALLEY HIGH SCHOOL,9286884220,P.O. BOX 250,SANDERS,AZ,86512,35.221929,-109.330465,APACHE COUNTY
TEACHER PREPARATION CHARTER HIGH SCHOOL,6022857998,1202 WEST THOMAS ROAD,PHOENIX,AZ,85013,33.480449,-112.088335,MARICOPA COUNTY
WEST-MEC - IRONWOOD HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.601737,-112.188057,MARICOPA COUNTY
WEST-MEC - CACTUS HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.62672,-112.196618,MARICOPA COUNTY
WEST-MEC - SUNRISE MOUNTAIN HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.676255,-112.240415,MARICOPA COUNTY
WEST-MEC - WILLOW CANYON HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.626307,-112.385621,MARICOPA COUNTY
WEST-MEC - DESERT EDGE HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.437404,-112.399559,MARICOPA COUNTY
WEST-MEC - ESTRELLA FOOTHILLS HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.326607,-112.425019,MARICOPA COUNTY
WEST-MEC - TONOPAH VALLEY HIGH SCHOOL,6238731860,38201 W. INDIAN SCHOOL ROAD,PHOENIX,AZ,85354,33.494565,-112.166599,MARICOPA COUNTY
WEST-MEC - WASHINGTON HIGH SCHOOL,6239158400,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.536734,-112.106057,MARICOPA COUNTY
WEST-MEC - THUNDERBIRD HIGH SCHOOL,6239158900,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.612762,-112.096992,MARICOPA COUNTY
WEST-MEC - SUNNYSLOPE HIGH SCHOOL,6239158760,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.565629,-112.076379,MARICOPA COUNTY
WEST-MEC - MOON VALLEY HIGH SCHOOL,6239158000,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.594533,-112.136769,MARICOPA COUNTY
WEST-MEC - INDEPENDENCE HIGH SCHOOL,6234356100,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.532292,-112.220536,MARICOPA COUNTY
WEST-MEC - GREENWAY HIGH SCHOOL,6239158500,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.627026,-112.144548,MARICOPA COUNTY
WEST-MEC - GLENDALE HIGH SCHOOL,6234356200,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.540286,-112.193929,MARICOPA COUNTY
WEST-MEC - CORTEZ HIGH SCHOOL,6239158200,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.565947,-112.125556,MARICOPA COUNTY
WEST-MEC - APOLLO HIGH SCHOOL,6234356300,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.553799,-112.160189,MARICOPA COUNTY
WEST-MEC - BOULDER CREEK HIGH SCHOOL,6234458600,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.849375,-112.138692,MARICOPA COUNTY
WEST-MEC - BARRY GOLDWATER HIGH SCHOOL,6234453000,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.679294,-112.120284,MARICOPA COUNTY
WEST-MEC - DEER VALLEY HIGH SCHOOL,6024676700,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.652886,-112.168901,MARICOPA COUNTY
WEST-MEC - MOUNTAIN RIDGE HIGH SCHOOL,6233763000,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.690725,-112.205324,MARICOPA COUNTY
WEST-MEC - SANDRA DAY O'CONNOR HIGH SCHOOL,6234457100,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.714125,-112.135116,MARICOPA COUNTY
WEST-MEC - WICKENBURG HIGH SCHOOL,9286846600,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.952801,-112.771971,MARICOPA COUNTY
WEST-MEC - HORIZON HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.62449,-111.956661,MARICOPA COUNTY
WEST-MEC - SHADOW MOUNTAIN HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.584245,-112.019335,MARICOPA COUNTY
WEST-MEC - LIBERTY HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.6836,-112.2655,MARICOPA COUNTY
WEST-MEC - PARADISE VALLEY HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.642557,-111.998408,MARICOPA COUNTY
WEST-MEC - PINNACLE HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.679348,-112.007878,MARICOPA COUNTY
WEST-MEC - VALLEY VISTA HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.625296,-112.384904,MARICOPA COUNTY
WEST-MEC - VERRADO HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.493674,-112.492884,MARICOPA COUNTY
WEST-MEC - NORTH CANYON HIGH SCHOOL,6238731860,4949 W. INDIAN SCHOOL RD.,PHOENIX,AZ,85031,33.654966,-112.045572,MARICOPA COUNTY
WEST-MEC - YOUNGKER HIGH SCHOOL,6233864423,4949 W. INDIAN SCHOOL ROAD,PHOENIX,AZ,85031,33.428823,-112.573662,MARICOPA COUNTY
